<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,20210609,084400,1.2178400,1.2180000,1.2177000,1.2178100,411
EURUSD,1,20210609,084500,1.2177000,1.2179100,1.2176000,1.2178800,439
EURUSD,1,20210609,084600,1.2178800,1.2179000,1.2176000,1.2178400,528
EURUSD,1,20210609,084700,1.2178400,1.2178500,1.2176000,1.2178400,382
EURUSD,1,20210609,084800,1.2177000,1.2178500,1.2176000,1.2178200,389
EURUSD,1,20210609,084900,1.2178100,1.2178500,1.2176000,1.2177000,428
EURUSD,1,20210609,085000,1.2178000,1.2179000,1.2175000,1.2176800,399
EURUSD,1,20210609,085100,1.2176800,1.2177100,1.2174000,1.2175000,648
EURUSD,1,20210609,085200,1.2175700,1.2176000,1.2174000,1.2175400,412
EURUSD,1,20210609,085300,1.2175600,1.2176000,1.2174000,1.2175700,265
EURUSD,1,20210609,085400,1.2175100,1.2176000,1.2174000,1.2175800,325
EURUSD,1,20210609,085500,1.2175800,1.2176000,1.2174000,1.2175000,314
EURUSD,1,20210609,085600,1.2175000,1.2176000,1.2174000,1.2175700,477
EURUSD,1,20210609,085700,1.2175800,1.2176500,1.2174000,1.2176400,423
EURUSD,1,20210609,085800,1.2176100,1.2176700,1.2174000,1.2176300,595
EURUSD,1,20210609,085900,1.2176300,1.2177300,1.2174000,1.2177100,704
EURUSD,1,20210609,090000,1.2177100,1.2178100,1.2176000,1.2177900,1024
EURUSD,1,20210609,090100,1.2177500,1.2177800,1.2174900,1.2177000,923
EURUSD,1,20210609,090200,1.2177000,1.2177500,1.2175000,1.2177100,615
EURUSD,1,20210609,090300,1.2176900,1.2178700,1.2174000,1.2178300,675
EURUSD,1,20210609,090400,1.2178300,1.2178500,1.2176000,1.2177700,975
EURUSD,1,20210609,090500,1.2178000,1.2178000,1.2175000,1.2177500,584
EURUSD,1,20210609,090600,1.2177400,1.2177500,1.2175000,1.2177200,637
EURUSD,1,20210609,090700,1.2177200,1.2177300,1.2174000,1.2176800,712
EURUSD,1,20210609,090800,1.2176000,1.2178000,1.2174000,1.2176000,401
EURUSD,1,20210609,090900,1.2177300,1.2178100,1.2176000,1.2178000,520
EURUSD,1,20210609,091000,1.2177800,1.2178100,1.2175000,1.2177200,443
EURUSD,1,20210609,091100,1.2177200,1.2178600,1.2176000,1.2178400,642
EURUSD,1,20210609,091200,1.2178400,1.2179600,1.2176000,1.2179300,754
EURUSD,1,20210609,091300,1.2179300,1.2180000,1.2178000,1.2180000,935
EURUSD,1,20210609,091400,1.2179700,1.2180700,1.2178000,1.2180300,561
EURUSD,1,20210609,091500,1.2179700,1.2181000,1.2178000,1.2180300,616
EURUSD,1,20210609,091600,1.2180100,1.2181900,1.2178000,1.2181600,919
EURUSD,1,20210609,091700,1.2181400,1.2182000,1.2179000,1.2181000,949
EURUSD,1,20210609,091800,1.2181700,1.2182300,1.2179000,1.2181100,963
EURUSD,1,20210609,091900,1.2181200,1.2181400,1.2178000,1.2179800,1042
EURUSD,1,20210609,092000,1.2179800,1.2180400,1.2179000,1.2180000,531
EURUSD,1,20210609,092100,1.2179100,1.2180400,1.2177400,1.2180100,600
EURUSD,1,20210609,092200,1.2180300,1.2180400,1.2178000,1.2180000,894
EURUSD,1,20210609,092300,1.2180200,1.2180900,1.2178000,1.2180700,782
EURUSD,1,20210609,092400,1.2180800,1.2181000,1.2178000,1.2180200,586
EURUSD,1,20210609,092500,1.2180200,1.2181200,1.2178000,1.2180800,814
EURUSD,1,20210609,092600,1.2181000,1.2181400,1.2180000,1.2181000,607
EURUSD,1,20210609,092700,1.2180000,1.2181500,1.2180000,1.2180000,583
EURUSD,1,20210609,092800,1.2181200,1.2181500,1.2177000,1.2179300,928
EURUSD,1,20210609,092900,1.2179300,1.2180900,1.2177000,1.2179000,1285
EURUSD,1,20210609,093000,1.2180200,1.2180600,1.2178000,1.2180400,876
EURUSD,1,20210609,093100,1.2180300,1.2180900,1.2178000,1.2180000,728
EURUSD,1,20210609,093200,1.2179000,1.2180500,1.2178000,1.2180300,417
EURUSD,1,20210609,093300,1.2180400,1.2180500,1.2178000,1.2180200,408
EURUSD,1,20210609,093400,1.2180300,1.2181000,1.2178000,1.2180000,584
EURUSD,1,20210609,093500,1.2179000,1.2181000,1.2178000,1.2180200,606
EURUSD,1,20210609,093600,1.2179400,1.2180600,1.2178000,1.2179900,608
EURUSD,1,20210609,093700,1.2179900,1.2180900,1.2178000,1.2180500,680
EURUSD,1,20210609,093800,1.2180700,1.2183800,1.2179000,1.2183700,1043
EURUSD,1,20210609,093900,1.2183700,1.2186800,1.2182000,1.2184800,2538
EURUSD,1,20210609,094000,1.2185000,1.2186500,1.2183000,1.2186200,1791
EURUSD,1,20210609,094100,1.2186200,1.2186800,1.2183500,1.2185400,2178
EURUSD,1,20210609,094200,1.2184000,1.2186600,1.2182000,1.2184300,1733
EURUSD,1,20210609,094300,1.2184100,1.2184400,1.2181000,1.2183200,1414
EURUSD,1,20210609,094400,1.2183100,1.2183600,1.2180000,1.2181500,854
EURUSD,1,20210609,094500,1.2182100,1.2183000,1.2179200,1.2182200,1802
EURUSD,1,20210609,094600,1.2182200,1.2183000,1.2179000,1.2181700,2056
EURUSD,1,20210609,094700,1.2181600,1.2182000,1.2178000,1.2178000,1082
EURUSD,1,20210609,094800,1.2180600,1.2181000,1.2178000,1.2180400,1011
EURUSD,1,20210609,094900,1.2180300,1.2180600,1.2177500,1.2179300,939
EURUSD,1,20210609,095000,1.2179500,1.2180100,1.2176800,1.2176800,1039
EURUSD,1,20210609,095100,1.2178700,1.2179300,1.2177000,1.2178700,859
EURUSD,1,20210609,095200,1.2178800,1.2180100,1.2176000,1.2179800,970
EURUSD,1,20210609,095300,1.2180000,1.2180200,1.2178000,1.2179100,489
EURUSD,1,20210609,095400,1.2179800,1.2180100,1.2179000,1.2179800,409
EURUSD,1,20210609,095500,1.2179900,1.2180100,1.2176800,1.2178400,732
EURUSD,1,20210609,095600,1.2178400,1.2178600,1.2175000,1.2178200,1200
EURUSD,1,20210609,095700,1.2178200,1.2179600,1.2176000,1.2178600,1406
EURUSD,1,20210609,095800,1.2178300,1.2179000,1.2176000,1.2177600,991
EURUSD,1,20210609,095900,1.2178400,1.2179100,1.2175600,1.2178900,1085
EURUSD,1,20210609,100000,1.2178900,1.2180500,1.2177000,1.2180100,994
EURUSD,1,20210609,100100,1.2180200,1.2182200,1.2177000,1.2182000,2009
EURUSD,1,20210609,100200,1.2181000,1.2182200,1.2178700,1.2181500,1395
EURUSD,1,20210609,100300,1.2181300,1.2181500,1.2177700,1.2179700,1115
EURUSD,1,20210609,100400,1.2179500,1.2180600,1.2177800,1.2180000,1114
EURUSD,1,20210609,100500,1.2180000,1.2180500,1.2178000,1.2180100,866
EURUSD,1,20210609,100600,1.2179900,1.2181600,1.2178000,1.2180000,1073
EURUSD,1,20210609,100700,1.2180000,1.2181100,1.2176000,1.2178300,1304
EURUSD,1,20210609,100800,1.2178300,1.2178400,1.2175000,1.2177700,902
EURUSD,1,20210609,100900,1.2177800,1.2178600,1.2176000,1.2177700,502
EURUSD,1,20210609,101000,1.2178500,1.2178500,1.2175000,1.2177200,899
EURUSD,1,20210609,101100,1.2177200,1.2177500,1.2174000,1.2176500,1196
EURUSD,1,20210609,101200,1.2176500,1.2177200,1.2174000,1.2176900,975
EURUSD,1,20210609,101300,1.2176200,1.2177200,1.2174000,1.2176800,755
EURUSD,1,20210609,101400,1.2176500,1.2177700,1.2175000,1.2177200,1380
EURUSD,1,20210609,101500,1.2176500,1.2178600,1.2176000,1.2177400,795
EURUSD,1,20210609,101600,1.2178000,1.2179400,1.2176000,1.2178000,1246
EURUSD,1,20210609,101700,1.2178700,1.2181700,1.2177000,1.2181500,1564
EURUSD,1,20210609,101800,1.2181300,1.2183000,1.2179000,1.2181300,1482
EURUSD,1,20210609,101900,1.2181300,1.2182000,1.2175900,1.2177000,1766
EURUSD,1,20210609,102000,1.2177000,1.2179600,1.2175700,1.2179000,1344
EURUSD,1,20210609,102100,1.2179100,1.2181200,1.2178000,1.2180800,1294
EURUSD,1,20210609,102200,1.2180800,1.2181700,1.2179000,1.2180700,1105
EURUSD,1,20210609,102300,1.2180800,1.2182500,1.2179000,1.2181000,976
EURUSD,1,20210609,102400,1.2182400,1.2182500,1.2178000,1.2179600,1130
EURUSD,1,20210609,102500,1.2180400,1.2180500,1.2177900,1.2179700,802
EURUSD,1,20210609,102600,1.2178000,1.2180000,1.2177000,1.2179200,925
EURUSD,1,20210609,102700,1.2179300,1.2180100,1.2177000,1.2179700,803
EURUSD,1,20210609,102800,1.2179800,1.2182700,1.2178000,1.2181700,970
EURUSD,1,20210609,102900,1.2182500,1.2184500,1.2180900,1.2182800,1609
EURUSD,1,20210609,103000,1.2182200,1.2183000,1.2179900,1.2181600,1134
EURUSD,1,20210609,103100,1.2181700,1.2182100,1.2178800,1.2181000,1220
EURUSD,1,20210609,103200,1.2180800,1.2181600,1.2177900,1.2180700,1460
EURUSD,1,20210609,103300,1.2180600,1.2181000,1.2176000,1.2178600,1439
EURUSD,1,20210609,103400,1.2178300,1.2180200,1.2176000,1.2179900,1162
EURUSD,1,20210609,103500,1.2180000,1.2180700,1.2178000,1.2180000,783
EURUSD,1,20210609,103600,1.2180200,1.2181800,1.2179000,1.2181400,1257
EURUSD,1,20210609,103700,1.2181400,1.2182100,1.2178800,1.2180400,1059
EURUSD,1,20210609,103800,1.2179700,1.2181600,1.2178000,1.2179500,1068
EURUSD,1,20210609,103900,1.2180000,1.2181000,1.2177900,1.2179700,1002
EURUSD,1,20210609,104000,1.2179500,1.2180300,1.2177000,1.2178900,863
EURUSD,1,20210609,104100,1.2178800,1.2179000,1.2175000,1.2176000,1530
EURUSD,1,20210609,104200,1.2177100,1.2177900,1.2175000,1.2177400,849
EURUSD,1,20210609,104300,1.2177300,1.2179000,1.2175000,1.2177800,892
EURUSD,1,20210609,104400,1.2177300,1.2178700,1.2176000,1.2178400,937
EURUSD,1,20210609,104500,1.2178300,1.2179200,1.2176000,1.2178700,697
EURUSD,1,20210609,104600,1.2178700,1.2179000,1.2176000,1.2177700,766
EURUSD,1,20210609,104700,1.2178100,1.2179400,1.2176000,1.2178500,864
EURUSD,1,20210609,104800,1.2178500,1.2179300,1.2176000,1.2178900,729
EURUSD,1,20210609,104900,1.2178900,1.2179300,1.2177000,1.2179100,866
EURUSD,1,20210609,105000,1.2179100,1.2179700,1.2177000,1.2179000,800
EURUSD,1,20210609,105100,1.2179000,1.2179200,1.2176000,1.2179100,1206
EURUSD,1,20210609,105200,1.2178900,1.2180300,1.2177000,1.2180000,540
EURUSD,1,20210609,105300,1.2180000,1.2182300,1.2178000,1.2180800,1257
EURUSD,1,20210609,105400,1.2180800,1.2181300,1.2178000,1.2180400,969
EURUSD,1,20210609,105500,1.2180400,1.2181000,1.2178000,1.2179700,1060
EURUSD,1,20210609,105600,1.2179000,1.2180700,1.2177000,1.2180600,1580
EURUSD,1,20210609,105700,1.2179000,1.2181000,1.2177000,1.2179400,986
EURUSD,1,20210609,105800,1.2179100,1.2181000,1.2177000,1.2180900,1061
EURUSD,1,20210609,105900,1.2180600,1.2182300,1.2179000,1.2182000,1359
EURUSD,1,20210609,110000,1.2182000,1.2182900,1.2179700,1.2181800,867
EURUSD,1,20210609,110100,1.2182500,1.2184800,1.2181000,1.2184700,1724
EURUSD,1,20210609,110200,1.2184500,1.2187000,1.2182500,1.2184400,1958
EURUSD,1,20210609,110300,1.2184600,1.2184600,1.2180000,1.2181800,1195
EURUSD,1,20210609,110400,1.2181900,1.2184100,1.2180000,1.2182900,1284
EURUSD,1,20210609,110500,1.2182800,1.2185500,1.2181000,1.2183000,1259
EURUSD,1,20210609,110600,1.2184200,1.2185500,1.2181000,1.2185200,1266
EURUSD,1,20210609,110700,1.2185300,1.2187100,1.2183000,1.2186900,1495
EURUSD,1,20210609,110800,1.2187100,1.2187300,1.2183000,1.2185500,1531
EURUSD,1,20210609,110900,1.2185500,1.2187100,1.2184000,1.2184000,959
EURUSD,1,20210609,111000,1.2185700,1.2187600,1.2184000,1.2186800,1377
EURUSD,1,20210609,111100,1.2187300,1.2189200,1.2185000,1.2187000,1662
EURUSD,1,20210609,111200,1.2187000,1.2189200,1.2185000,1.2188600,1636
EURUSD,1,20210609,111300,1.2188800,1.2189200,1.2184500,1.2186300,1870
EURUSD,1,20210609,111400,1.2186400,1.2187800,1.2184000,1.2186300,1843
EURUSD,1,20210609,111500,1.2186800,1.2189200,1.2184900,1.2188700,1704
EURUSD,1,20210609,111600,1.2189000,1.2189600,1.2187000,1.2189200,1124
EURUSD,1,20210609,111700,1.2189200,1.2189700,1.2185000,1.2186000,1605
EURUSD,1,20210609,111800,1.2187500,1.2189500,1.2185000,1.2189100,1454
EURUSD,1,20210609,111900,1.2189000,1.2189700,1.2188000,1.2189000,1061
EURUSD,1,20210609,112000,1.2189300,1.2192600,1.2188000,1.2191300,1891
EURUSD,1,20210609,112100,1.2191900,1.2192700,1.2188000,1.2190100,1528
EURUSD,1,20210609,112200,1.2189000,1.2191000,1.2187000,1.2190400,1265
EURUSD,1,20210609,112300,1.2190600,1.2191400,1.2187000,1.2189300,1532
EURUSD,1,20210609,112400,1.2189300,1.2190000,1.2186000,1.2189000,1154
EURUSD,1,20210609,112500,1.2189100,1.2190500,1.2187000,1.2190000,1444
EURUSD,1,20210609,112600,1.2189900,1.2190100,1.2185400,1.2187200,1311
EURUSD,1,20210609,112700,1.2187200,1.2189200,1.2184700,1.2189100,1390
EURUSD,1,20210609,112800,1.2189000,1.2189300,1.2186400,1.2188600,1138
EURUSD,1,20210609,112900,1.2187800,1.2189000,1.2185000,1.2187300,1266
EURUSD,1,20210609,113000,1.2187300,1.2189100,1.2185000,1.2188400,1264
EURUSD,1,20210609,113100,1.2188300,1.2189000,1.2185400,1.2188400,1778
EURUSD,1,20210609,113200,1.2188500,1.2188500,1.2182000,1.2184400,2244
EURUSD,1,20210609,113300,1.2185300,1.2186500,1.2183000,1.2185800,1298
EURUSD,1,20210609,113400,1.2186200,1.2186400,1.2183000,1.2185300,1627
EURUSD,1,20210609,113500,1.2185300,1.2186000,1.2182000,1.2185300,1467
EURUSD,1,20210609,113600,1.2185400,1.2186400,1.2182900,1.2184000,1210
EURUSD,1,20210609,113700,1.2184800,1.2186600,1.2182000,1.2186500,1585
EURUSD,1,20210609,113800,1.2186400,1.2186900,1.2183000,1.2186900,1871
EURUSD,1,20210609,113900,1.2186700,1.2188700,1.2184000,1.2187000,1715
EURUSD,1,20210609,114000,1.2187000,1.2187500,1.2183000,1.2185700,1454
EURUSD,1,20210609,114100,1.2185600,1.2186400,1.2184000,1.2186200,1091
EURUSD,1,20210609,114200,1.2186300,1.2186500,1.2183000,1.2185400,1242
EURUSD,1,20210609,114300,1.2185300,1.2186000,1.2183000,1.2185800,974
EURUSD,1,20210609,114400,1.2185900,1.2186600,1.2183800,1.2186500,932
EURUSD,1,20210609,114500,1.2186300,1.2186900,1.2184000,1.2185800,983
EURUSD,1,20210609,114600,1.2185800,1.2187200,1.2184000,1.2187000,1164
EURUSD,1,20210609,114700,1.2186800,1.2188100,1.2184900,1.2186400,1203
EURUSD,1,20210609,114800,1.2186200,1.2187000,1.2183800,1.2185700,1084
EURUSD,1,20210609,114900,1.2184800,1.2186200,1.2182900,1.2185900,906
EURUSD,1,20210609,115000,1.2186000,1.2186300,1.2184000,1.2185600,893
EURUSD,1,20210609,115100,1.2184000,1.2187300,1.2184000,1.2187000,918
EURUSD,1,20210609,115200,1.2187200,1.2188000,1.2183800,1.2185500,1004
EURUSD,1,20210609,115300,1.2185600,1.2186000,1.2183800,1.2185800,651
EURUSD,1,20210609,115400,1.2185800,1.2186700,1.2184000,1.2186300,1104
EURUSD,1,20210609,115500,1.2186600,1.2188300,1.2184000,1.2187300,1352
EURUSD,1,20210609,115600,1.2187500,1.2188200,1.2185000,1.2186200,1166
EURUSD,1,20210609,115700,1.2186800,1.2187500,1.2184800,1.2187300,943
EURUSD,1,20210609,115800,1.2187300,1.2187400,1.2184000,1.2186600,1047
EURUSD,1,20210609,115900,1.2186900,1.2187900,1.2185000,1.2187600,1138
EURUSD,1,20210609,120000,1.2187300,1.2188400,1.2185000,1.2187800,1161
EURUSD,1,20210609,120100,1.2188100,1.2189900,1.2186000,1.2188800,1534
EURUSD,1,20210609,120200,1.2189100,1.2190200,1.2187000,1.2189500,1398
EURUSD,1,20210609,120300,1.2189500,1.2190000,1.2186900,1.2188800,1025
EURUSD,1,20210609,120400,1.2188700,1.2189000,1.2185000,1.2186000,871
EURUSD,1,20210609,120500,1.2187100,1.2188300,1.2185000,1.2188000,983
EURUSD,1,20210609,120600,1.2188100,1.2188100,1.2184000,1.2186300,1013
EURUSD,1,20210609,120700,1.2186300,1.2186500,1.2183000,1.2185000,1073
EURUSD,1,20210609,120800,1.2185900,1.2186700,1.2183000,1.2185300,954
EURUSD,1,20210609,120900,1.2184600,1.2185500,1.2182900,1.2184500,936
EURUSD,1,20210609,121000,1.2184500,1.2185400,1.2182000,1.2184900,1323
EURUSD,1,20210609,121100,1.2184800,1.2185300,1.2183000,1.2184800,833
EURUSD,1,20210609,121200,1.2184800,1.2186700,1.2184000,1.2186500,733
EURUSD,1,20210609,121300,1.2186700,1.2187000,1.2183000,1.2185000,1279
EURUSD,1,20210609,121400,1.2185000,1.2186600,1.2183000,1.2186100,1259
EURUSD,1,20210609,121500,1.2185800,1.2186600,1.2183000,1.2185100,1197
EURUSD,1,20210609,121600,1.2185300,1.2186500,1.2183000,1.2185500,1301
EURUSD,1,20210609,121700,1.2184000,1.2187100,1.2184000,1.2186700,1022
EURUSD,1,20210609,121800,1.2186800,1.2187900,1.2185000,1.2187700,991
EURUSD,1,20210609,121900,1.2186900,1.2188200,1.2185000,1.2187300,1207
EURUSD,1,20210609,122000,1.2187600,1.2188300,1.2185000,1.2187800,1139
EURUSD,1,20210609,122100,1.2187800,1.2188500,1.2185000,1.2187000,943
EURUSD,1,20210609,122200,1.2187000,1.2189000,1.2186000,1.2188500,871
EURUSD,1,20210609,122300,1.2188500,1.2189100,1.2187000,1.2189000,544
EURUSD,1,20210609,122400,1.2189000,1.2189500,1.2186800,1.2188800,758
EURUSD,1,20210609,122500,1.2188600,1.2189500,1.2187000,1.2188900,424
EURUSD,1,20210609,122600,1.2189100,1.2189200,1.2186000,1.2187700,635
EURUSD,1,20210609,122700,1.2188500,1.2189600,1.2186000,1.2189300,1201
EURUSD,1,20210609,122800,1.2188000,1.2189900,1.2187000,1.2189900,935
EURUSD,1,20210609,122900,1.2189900,1.2190000,1.2185900,1.2188500,1237
EURUSD,1,20210609,123000,1.2188400,1.2188800,1.2186000,1.2188500,829
EURUSD,1,20210609,123100,1.2188500,1.2189000,1.2186000,1.2188800,1078
EURUSD,1,20210609,123200,1.2188000,1.2190000,1.2187000,1.2189100,787
EURUSD,1,20210609,123300,1.2189800,1.2190100,1.2187000,1.2189800,564
EURUSD,1,20210609,123400,1.2189900,1.2190000,1.2188000,1.2189700,382
EURUSD,1,20210609,123500,1.2189700,1.2190000,1.2187000,1.2189000,436
EURUSD,1,20210609,123600,1.2188600,1.2190000,1.2188000,1.2189900,373
EURUSD,1,20210609,123700,1.2189800,1.2190500,1.2188000,1.2190000,701
EURUSD,1,20210609,123800,1.2189000,1.2190400,1.2188000,1.2189500,461
EURUSD,1,20210609,123900,1.2189000,1.2190000,1.2187000,1.2188800,527
EURUSD,1,20210609,124000,1.2188000,1.2189400,1.2187000,1.2189300,468
EURUSD,1,20210609,124100,1.2189100,1.2189300,1.2187000,1.2188800,402
EURUSD,1,20210609,124200,1.2188800,1.2188800,1.2185000,1.2186200,784
EURUSD,1,20210609,124300,1.2186200,1.2187300,1.2185000,1.2186900,597
EURUSD,1,20210609,124400,1.2186900,1.2187100,1.2185000,1.2186900,606
EURUSD,1,20210609,124500,1.2186900,1.2187600,1.2184700,1.2186900,935
EURUSD,1,20210609,124600,1.2187000,1.2187600,1.2184900,1.2186700,954
EURUSD,1,20210609,124700,1.2186800,1.2187900,1.2184500,1.2186500,1339
EURUSD,1,20210609,124800,1.2186400,1.2187000,1.2184000,1.2186800,966
EURUSD,1,20210609,124900,1.2186700,1.2187700,1.2185000,1.2187600,193
EURUSD,1,20210609,125000,1.2187600,1.2188000,1.2185000,1.2186800,497
EURUSD,1,20210609,125100,1.2187400,1.2187800,1.2185000,1.2186900,928
EURUSD,1,20210609,125200,1.2187600,1.2188000,1.2186000,1.2187600,718
EURUSD,1,20210609,125300,1.2186800,1.2190000,1.2186000,1.2189700,855
EURUSD,1,20210609,125400,1.2189700,1.2191100,1.2187900,1.2190500,1195
EURUSD,1,20210609,125500,1.2190500,1.2191600,1.2188000,1.2191400,1041
EURUSD,1,20210609,125600,1.2191500,1.2192000,1.2188000,1.2189000,894
EURUSD,1,20210609,125700,1.2190800,1.2191000,1.2188000,1.2190500,748
EURUSD,1,20210609,125800,1.2190300,1.2191000,1.2188000,1.2190500,674
EURUSD,1,20210609,125900,1.2189800,1.2191000,1.2188000,1.2190800,849
EURUSD,1,20210609,130000,1.2190600,1.2191300,1.2188000,1.2190700,1246
EURUSD,1,20210609,130100,1.2190700,1.2191000,1.2187000,1.2189400,1438
EURUSD,1,20210609,130200,1.2189500,1.2190000,1.2187000,1.2189300,1543
EURUSD,1,20210609,130300,1.2189500,1.2190000,1.2187000,1.2189000,784
EURUSD,1,20210609,130400,1.2189700,1.2190000,1.2187000,1.2189200,779
EURUSD,1,20210609,130500,1.2189200,1.2190000,1.2187000,1.2189500,736
EURUSD,1,20210609,130600,1.2189500,1.2190000,1.2187000,1.2189900,612
EURUSD,1,20210609,130700,1.2189700,1.2190000,1.2187000,1.2189000,662
EURUSD,1,20210609,130800,1.2189000,1.2189500,1.2186800,1.2188700,940
EURUSD,1,20210609,130900,1.2188700,1.2189200,1.2186800,1.2188000,821
EURUSD,1,20210609,131000,1.2188800,1.2189600,1.2186800,1.2188000,753
EURUSD,1,20210609,131100,1.2189200,1.2191500,1.2187800,1.2191300,952
EURUSD,1,20210609,131200,1.2191500,1.2192000,1.2189000,1.2191400,1305
EURUSD,1,20210609,131300,1.2191400,1.2191600,1.2189000,1.2190000,690
EURUSD,1,20210609,131400,1.2191400,1.2192600,1.2189000,1.2192400,749
EURUSD,1,20210609,131500,1.2191600,1.2194000,1.2190000,1.2192500,841
EURUSD,1,20210609,131600,1.2192300,1.2193100,1.2190000,1.2191900,710
EURUSD,1,20210609,131700,1.2192700,1.2193000,1.2190000,1.2191000,609
EURUSD,1,20210609,131800,1.2191600,1.2193000,1.2191000,1.2192400,534
EURUSD,1,20210609,131900,1.2192300,1.2192500,1.2190000,1.2191600,771
EURUSD,1,20210609,132000,1.2191700,1.2192000,1.2189000,1.2190600,719
EURUSD,1,20210609,132100,1.2191200,1.2192100,1.2189000,1.2190000,599
EURUSD,1,20210609,132200,1.2190600,1.2192000,1.2190000,1.2191100,776
EURUSD,1,20210609,132300,1.2191900,1.2193200,1.2190000,1.2192300,618
EURUSD,1,20210609,132400,1.2192200,1.2193300,1.2190000,1.2192900,706
EURUSD,1,20210609,132500,1.2192900,1.2193000,1.2190000,1.2191500,764
EURUSD,1,20210609,132600,1.2191000,1.2192700,1.2189000,1.2191100,808
EURUSD,1,20210609,132700,1.2191300,1.2192000,1.2189000,1.2190000,1052
EURUSD,1,20210609,132800,1.2190000,1.2191800,1.2189000,1.2191500,675
EURUSD,1,20210609,132900,1.2191500,1.2192600,1.2189000,1.2191200,866
EURUSD,1,20210609,133000,1.2191800,1.2193700,1.2190000,1.2193400,856
EURUSD,1,20210609,133100,1.2193400,1.2194500,1.2191000,1.2192000,1017
EURUSD,1,20210609,133200,1.2193700,1.2193700,1.2190000,1.2191200,767
EURUSD,1,20210609,133300,1.2192000,1.2192500,1.2190000,1.2191000,670
EURUSD,1,20210609,133400,1.2191800,1.2191900,1.2189000,1.2191400,576
EURUSD,1,20210609,133500,1.2191200,1.2191500,1.2189000,1.2190900,487
EURUSD,1,20210609,133600,1.2190900,1.2191000,1.2189000,1.2190700,761
EURUSD,1,20210609,133700,1.2190700,1.2191400,1.2189000,1.2191300,823
EURUSD,1,20210609,133800,1.2191300,1.2192000,1.2189000,1.2191700,492
EURUSD,1,20210609,133900,1.2190900,1.2192200,1.2190000,1.2191800,527
EURUSD,1,20210609,134000,1.2191000,1.2192400,1.2189000,1.2190600,661
EURUSD,1,20210609,134100,1.2190000,1.2191800,1.2189000,1.2191300,453
EURUSD,1,20210609,134200,1.2191300,1.2191600,1.2190000,1.2191200,575
EURUSD,1,20210609,134300,1.2191200,1.2192000,1.2190000,1.2190600,510
EURUSD,1,20210609,134400,1.2190600,1.2193600,1.2190000,1.2192600,786
EURUSD,1,20210609,134500,1.2193400,1.2193900,1.2191000,1.2192200,603
EURUSD,1,20210609,134600,1.2193000,1.2194500,1.2191000,1.2194400,780
EURUSD,1,20210609,134700,1.2194300,1.2194700,1.2191900,1.2194200,998
EURUSD,1,20210609,134800,1.2194300,1.2194400,1.2191000,1.2193800,864
EURUSD,1,20210609,134900,1.2193900,1.2194000,1.2192000,1.2193700,621
EURUSD,1,20210609,135000,1.2193000,1.2194000,1.2192000,1.2193000,636
EURUSD,1,20210609,135100,1.2193000,1.2194400,1.2192000,1.2194200,661
EURUSD,1,20210609,135200,1.2194200,1.2195100,1.2192000,1.2194400,847
EURUSD,1,20210609,135300,1.2193000,1.2194400,1.2192000,1.2193800,364
EURUSD,1,20210609,135400,1.2193000,1.2194000,1.2190000,1.2191700,623
EURUSD,1,20210609,135500,1.2191800,1.2192500,1.2189000,1.2191000,906
EURUSD,1,20210609,135600,1.2192300,1.2192500,1.2191000,1.2191700,533
EURUSD,1,20210609,135700,1.2191000,1.2192500,1.2190000,1.2191000,497
EURUSD,1,20210609,135800,1.2192100,1.2193600,1.2190000,1.2193300,731
EURUSD,1,20210609,135900,1.2192700,1.2194000,1.2191000,1.2192000,666
EURUSD,1,20210609,140000,1.2193300,1.2193600,1.2190000,1.2191700,800
EURUSD,1,20210609,140100,1.2191700,1.2193400,1.2190800,1.2192700,784
EURUSD,1,20210609,140200,1.2192000,1.2192900,1.2190000,1.2192200,677
EURUSD,1,20210609,140300,1.2192100,1.2193000,1.2190000,1.2191600,519
EURUSD,1,20210609,140400,1.2191800,1.2192400,1.2189000,1.2190000,711
EURUSD,1,20210609,140500,1.2191300,1.2191500,1.2190000,1.2190000,380
EURUSD,1,20210609,140600,1.2190600,1.2191600,1.2190000,1.2191400,464
EURUSD,1,20210609,140700,1.2190000,1.2191500,1.2189000,1.2190800,568
EURUSD,1,20210609,140800,1.2190000,1.2191000,1.2188000,1.2190000,925
EURUSD,1,20210609,140900,1.2189000,1.2190500,1.2189000,1.2190200,510
EURUSD,1,20210609,141000,1.2190200,1.2190500,1.2188000,1.2189000,658
EURUSD,1,20210609,141100,1.2190000,1.2192300,1.2188000,1.2191500,1138
EURUSD,1,20210609,141200,1.2191200,1.2192100,1.2190000,1.2191500,581
EURUSD,1,20210609,141300,1.2191500,1.2192000,1.2187900,1.2189000,756
EURUSD,1,20210609,141400,1.2190500,1.2190500,1.2188000,1.2190300,767
EURUSD,1,20210609,141500,1.2190300,1.2191200,1.2188000,1.2191000,844
EURUSD,1,20210609,141600,1.2191200,1.2192100,1.2189000,1.2191800,1091
EURUSD,1,20210609,141700,1.2191900,1.2192300,1.2190000,1.2191100,820
EURUSD,1,20210609,141800,1.2192000,1.2192000,1.2188700,1.2190700,645
EURUSD,1,20210609,141900,1.2190700,1.2191000,1.2188000,1.2190000,461
