<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,20210604,121800,1.2109800,1.2111100,1.2108000,1.2109000,974
EURUSD,1,20210604,121900,1.2109900,1.2110200,1.2107400,1.2109200,620
EURUSD,1,20210604,122000,1.2109200,1.2110500,1.2107600,1.2110000,821
EURUSD,1,20210604,122100,1.2110000,1.2110400,1.2107400,1.2109200,858
EURUSD,1,20210604,122200,1.2110000,1.2110300,1.2107400,1.2109600,864
EURUSD,1,20210604,122300,1.2108700,1.2111000,1.2107000,1.2109400,910
EURUSD,1,20210604,122400,1.2109100,1.2110000,1.2107000,1.2109700,1020
EURUSD,1,20210604,122500,1.2109900,1.2110000,1.2106600,1.2109100,948
EURUSD,1,20210604,122600,1.2109400,1.2110100,1.2107000,1.2109800,657
EURUSD,1,20210604,122700,1.2110000,1.2110700,1.2108000,1.2109500,943
EURUSD,1,20210604,122800,1.2109800,1.2110000,1.2107000,1.2109300,1100
EURUSD,1,20210604,122900,1.2109300,1.2110100,1.2107000,1.2109700,966
EURUSD,1,20210604,123000,1.2109900,1.2110100,1.2107000,1.2107400,835
EURUSD,1,20210604,123100,1.2107400,1.2111100,1.2107400,1.2110000,1496
EURUSD,1,20210604,123200,1.2110000,1.2110600,1.2108000,1.2110000,649
EURUSD,1,20210604,123300,1.2110200,1.2112000,1.2108000,1.2109000,860
EURUSD,1,20210604,123400,1.2109700,1.2110000,1.2107000,1.2109000,762
EURUSD,1,20210604,123500,1.2108200,1.2109700,1.2106900,1.2109200,812
EURUSD,1,20210604,123600,1.2109300,1.2109700,1.2106400,1.2108800,822
EURUSD,1,20210604,123700,1.2108800,1.2109500,1.2106900,1.2109200,887
EURUSD,1,20210604,123800,1.2108400,1.2110000,1.2107000,1.2109000,536
EURUSD,1,20210604,123900,1.2109500,1.2110100,1.2108000,1.2110000,499
EURUSD,1,20210604,124000,1.2109300,1.2110500,1.2108000,1.2109000,446
EURUSD,1,20210604,124100,1.2109200,1.2111000,1.2109000,1.2109700,447
EURUSD,1,20210604,124200,1.2109800,1.2110200,1.2108000,1.2109000,540
EURUSD,1,20210604,124300,1.2110000,1.2111000,1.2108000,1.2110600,494
EURUSD,1,20210604,124400,1.2110500,1.2111100,1.2108000,1.2110500,540
EURUSD,1,20210604,124500,1.2110600,1.2113800,1.2109000,1.2112900,926
EURUSD,1,20210604,124600,1.2113600,1.2113800,1.2110000,1.2111500,1219
EURUSD,1,20210604,124700,1.2111700,1.2113200,1.2110000,1.2112500,765
EURUSD,1,20210604,124800,1.2112300,1.2113700,1.2110600,1.2113400,1016
EURUSD,1,20210604,124900,1.2113400,1.2114600,1.2111000,1.2114300,915
EURUSD,1,20210604,125000,1.2114300,1.2114600,1.2112000,1.2113800,940
EURUSD,1,20210604,125100,1.2113700,1.2114200,1.2111500,1.2113400,799
EURUSD,1,20210604,125200,1.2113400,1.2115400,1.2112000,1.2114900,956
EURUSD,1,20210604,125300,1.2115000,1.2115400,1.2113000,1.2114800,1104
EURUSD,1,20210604,125400,1.2114800,1.2115600,1.2112000,1.2114000,1016
EURUSD,1,20210604,125500,1.2113800,1.2114100,1.2111000,1.2113000,861
EURUSD,1,20210604,125600,1.2113900,1.2115200,1.2112000,1.2114500,773
EURUSD,1,20210604,125700,1.2114300,1.2116000,1.2112000,1.2115500,801
EURUSD,1,20210604,125800,1.2115700,1.2117000,1.2113000,1.2116600,1204
EURUSD,1,20210604,125900,1.2116900,1.2116900,1.2114000,1.2115900,940
EURUSD,1,20210604,130000,1.2115900,1.2116200,1.2113000,1.2115600,856
EURUSD,1,20210604,130100,1.2115500,1.2117600,1.2114000,1.2117100,1048
EURUSD,1,20210604,130200,1.2117300,1.2118000,1.2115000,1.2117400,932
EURUSD,1,20210604,130300,1.2117300,1.2117600,1.2115000,1.2116400,889
EURUSD,1,20210604,130400,1.2116300,1.2116600,1.2113000,1.2115900,1145
EURUSD,1,20210604,130500,1.2115800,1.2116300,1.2113000,1.2115300,1133
EURUSD,1,20210604,130600,1.2115300,1.2115800,1.2113000,1.2113800,740
EURUSD,1,20210604,130700,1.2114600,1.2116300,1.2113000,1.2114800,721
EURUSD,1,20210604,130800,1.2115500,1.2116000,1.2113000,1.2114500,542
EURUSD,1,20210604,130900,1.2115300,1.2116500,1.2113000,1.2116500,482
EURUSD,1,20210604,131000,1.2116400,1.2116800,1.2114000,1.2115900,649
EURUSD,1,20210604,131100,1.2116100,1.2116300,1.2113000,1.2114900,774
EURUSD,1,20210604,131200,1.2114900,1.2115800,1.2113000,1.2114900,863
EURUSD,1,20210604,131300,1.2114800,1.2115700,1.2113000,1.2115400,561
EURUSD,1,20210604,131400,1.2115700,1.2116100,1.2113000,1.2115200,693
EURUSD,1,20210604,131500,1.2115200,1.2115500,1.2112900,1.2114700,733
EURUSD,1,20210604,131600,1.2114800,1.2115000,1.2113000,1.2114800,646
EURUSD,1,20210604,131700,1.2114000,1.2116100,1.2113000,1.2115100,870
EURUSD,1,20210604,131800,1.2115300,1.2115700,1.2113000,1.2114700,898
EURUSD,1,20210604,131900,1.2114800,1.2115000,1.2112000,1.2114200,509
EURUSD,1,20210604,132000,1.2114400,1.2114500,1.2111000,1.2112500,890
EURUSD,1,20210604,132100,1.2112500,1.2113600,1.2110000,1.2112700,1617
EURUSD,1,20210604,132200,1.2112700,1.2114000,1.2111000,1.2112900,812
EURUSD,1,20210604,132300,1.2112900,1.2113100,1.2110000,1.2112000,925
EURUSD,1,20210604,132400,1.2112900,1.2114200,1.2111000,1.2113900,876
EURUSD,1,20210604,132500,1.2114000,1.2115100,1.2111000,1.2114400,1000
EURUSD,1,20210604,132600,1.2113000,1.2114500,1.2111900,1.2113500,486
EURUSD,1,20210604,132700,1.2113700,1.2114000,1.2111000,1.2113300,574
EURUSD,1,20210604,132800,1.2113400,1.2113500,1.2110900,1.2112900,653
EURUSD,1,20210604,132900,1.2112700,1.2113300,1.2110000,1.2112600,1115
EURUSD,1,20210604,133000,1.2112700,1.2112800,1.2110000,1.2112400,774
EURUSD,1,20210604,133100,1.2112300,1.2112500,1.2109000,1.2111100,899
EURUSD,1,20210604,133200,1.2111200,1.2111500,1.2108900,1.2110700,1005
EURUSD,1,20210604,133300,1.2110000,1.2111600,1.2108400,1.2110500,1183
EURUSD,1,20210604,133400,1.2110300,1.2111000,1.2108500,1.2110400,1015
EURUSD,1,20210604,133500,1.2110600,1.2111700,1.2108900,1.2110400,1150
EURUSD,1,20210604,133600,1.2110400,1.2111100,1.2108000,1.2108000,856
EURUSD,1,20210604,133700,1.2110400,1.2111000,1.2108000,1.2110300,959
EURUSD,1,20210604,133800,1.2110200,1.2111000,1.2108000,1.2110300,883
EURUSD,1,20210604,133900,1.2110500,1.2110600,1.2107900,1.2110200,828
EURUSD,1,20210604,134000,1.2109700,1.2110500,1.2109000,1.2109900,588
EURUSD,1,20210604,134100,1.2109900,1.2110700,1.2108000,1.2110400,498
EURUSD,1,20210604,134200,1.2110700,1.2111000,1.2108000,1.2110300,505
EURUSD,1,20210604,134300,1.2110400,1.2111000,1.2108000,1.2110300,757
EURUSD,1,20210604,134400,1.2110000,1.2110600,1.2108000,1.2110300,637
EURUSD,1,20210604,134500,1.2110300,1.2110900,1.2108000,1.2110000,668
EURUSD,1,20210604,134600,1.2110000,1.2110200,1.2105600,1.2108000,1241
EURUSD,1,20210604,134700,1.2108000,1.2108700,1.2105900,1.2107500,1262
EURUSD,1,20210604,134800,1.2107000,1.2109000,1.2106000,1.2108700,992
EURUSD,1,20210604,134900,1.2108700,1.2109200,1.2104000,1.2106000,1332
EURUSD,1,20210604,135000,1.2106900,1.2107400,1.2104700,1.2107000,1209
EURUSD,1,20210604,135100,1.2106200,1.2107900,1.2104000,1.2106300,1835
EURUSD,1,20210604,135200,1.2105600,1.2107000,1.2103900,1.2105000,1005
EURUSD,1,20210604,135300,1.2105800,1.2107000,1.2103400,1.2106500,1172
EURUSD,1,20210604,135400,1.2106300,1.2107400,1.2104600,1.2106900,779
EURUSD,1,20210604,135500,1.2106900,1.2107200,1.2103900,1.2106000,1248
EURUSD,1,20210604,135600,1.2105800,1.2106600,1.2102900,1.2104800,1288
EURUSD,1,20210604,135700,1.2105400,1.2105800,1.2101900,1.2105500,1333
EURUSD,1,20210604,135800,1.2105500,1.2106300,1.2102000,1.2105900,1139
EURUSD,1,20210604,135900,1.2105000,1.2107000,1.2103000,1.2105500,1409
EURUSD,1,20210604,140000,1.2105200,1.2107400,1.2103000,1.2107400,1242
EURUSD,1,20210604,140100,1.2107400,1.2108500,1.2105000,1.2107600,1061
EURUSD,1,20210604,140200,1.2107000,1.2109200,1.2105500,1.2108200,883
EURUSD,1,20210604,140300,1.2108000,1.2109700,1.2107000,1.2108200,894
EURUSD,1,20210604,140400,1.2108800,1.2110500,1.2107000,1.2110200,666
EURUSD,1,20210604,140500,1.2110400,1.2110500,1.2108000,1.2110000,814
EURUSD,1,20210604,140600,1.2110000,1.2111300,1.2108000,1.2111100,1348
EURUSD,1,20210604,140700,1.2111200,1.2111500,1.2107000,1.2108600,1389
EURUSD,1,20210604,140800,1.2108700,1.2109400,1.2104900,1.2107400,1482
EURUSD,1,20210604,140900,1.2107700,1.2108200,1.2105000,1.2107200,1329
EURUSD,1,20210604,141000,1.2107200,1.2109200,1.2105000,1.2107400,1699
EURUSD,1,20210604,141100,1.2107500,1.2109500,1.2105000,1.2108200,1585
EURUSD,1,20210604,141200,1.2108400,1.2109200,1.2106000,1.2108900,1182
EURUSD,1,20210604,141300,1.2109000,1.2109000,1.2105000,1.2107800,1257
EURUSD,1,20210604,141400,1.2107900,1.2108600,1.2104900,1.2108000,1397
EURUSD,1,20210604,141500,1.2108000,1.2109000,1.2105000,1.2108700,1950
EURUSD,1,20210604,141600,1.2108700,1.2110200,1.2106400,1.2109700,1016
EURUSD,1,20210604,141700,1.2109700,1.2109800,1.2106700,1.2108200,847
EURUSD,1,20210604,141800,1.2108200,1.2109300,1.2105600,1.2109000,1237
EURUSD,1,20210604,141900,1.2108800,1.2110600,1.2107000,1.2110600,1180
EURUSD,1,20210604,142000,1.2109600,1.2111100,1.2108000,1.2110000,799
EURUSD,1,20210604,142100,1.2110800,1.2111000,1.2107600,1.2110300,904
EURUSD,1,20210604,142200,1.2110300,1.2111000,1.2108000,1.2109000,563
EURUSD,1,20210604,142300,1.2109900,1.2112000,1.2109000,1.2110700,613
EURUSD,1,20210604,142400,1.2111600,1.2113500,1.2109700,1.2112600,990
EURUSD,1,20210604,142500,1.2112700,1.2113200,1.2110700,1.2112500,732
EURUSD,1,20210604,142600,1.2112600,1.2114100,1.2110000,1.2113000,1322
EURUSD,1,20210604,142700,1.2114000,1.2115000,1.2112000,1.2114100,1196
EURUSD,1,20210604,142800,1.2113000,1.2114500,1.2111000,1.2111400,972
EURUSD,1,20210604,142900,1.2113400,1.2114300,1.2110900,1.2113400,861
EURUSD,1,20210604,143000,1.2114200,1.2115800,1.2112000,1.2114700,1268
EURUSD,1,20210604,143100,1.2115400,1.2116300,1.2113000,1.2114900,1305
EURUSD,1,20210604,143200,1.2114900,1.2115100,1.2111900,1.2114500,842
EURUSD,1,20210604,143300,1.2114200,1.2115600,1.2112000,1.2115100,1073
EURUSD,1,20210604,143400,1.2115200,1.2115700,1.2112700,1.2115500,1044
EURUSD,1,20210604,143500,1.2115500,1.2116000,1.2112000,1.2114500,835
EURUSD,1,20210604,143600,1.2114500,1.2115700,1.2111900,1.2114600,1505
EURUSD,1,20210604,143700,1.2115300,1.2115800,1.2112900,1.2114000,1173
EURUSD,1,20210604,143800,1.2114000,1.2115100,1.2112900,1.2114000,587
EURUSD,1,20210604,143900,1.2114700,1.2115200,1.2111900,1.2113700,857
EURUSD,1,20210604,144000,1.2113100,1.2114000,1.2111000,1.2112400,783
EURUSD,1,20210604,144100,1.2113100,1.2114300,1.2111000,1.2113100,863
EURUSD,1,20210604,144200,1.2113900,1.2114800,1.2111900,1.2113700,774
EURUSD,1,20210604,144300,1.2113000,1.2114500,1.2111800,1.2113900,1140
EURUSD,1,20210604,144400,1.2113100,1.2114400,1.2109500,1.2111500,1323
EURUSD,1,20210604,144500,1.2110500,1.2112500,1.2109000,1.2111000,1584
EURUSD,1,20210604,144600,1.2111700,1.2113100,1.2109900,1.2112300,1077
EURUSD,1,20210604,144700,1.2111000,1.2114100,1.2110300,1.2113800,1207
EURUSD,1,20210604,144800,1.2113800,1.2114600,1.2111900,1.2113000,876
EURUSD,1,20210604,144900,1.2113800,1.2114300,1.2111700,1.2114000,1089
EURUSD,1,20210604,145000,1.2114000,1.2115400,1.2111900,1.2115000,1468
EURUSD,1,20210604,145100,1.2115000,1.2115100,1.2111900,1.2113800,1164
EURUSD,1,20210604,145200,1.2113200,1.2114400,1.2112000,1.2113400,895
EURUSD,1,20210604,145300,1.2114200,1.2118400,1.2111500,1.2118100,1534
EURUSD,1,20210604,145400,1.2117900,1.2118600,1.2114000,1.2115300,2220
EURUSD,1,20210604,145500,1.2115400,1.2117000,1.2113000,1.2115600,1800
EURUSD,1,20210604,145600,1.2116300,1.2116600,1.2113900,1.2115400,1282
EURUSD,1,20210604,145700,1.2115400,1.2115700,1.2113000,1.2115300,854
EURUSD,1,20210604,145800,1.2115400,1.2116700,1.2113000,1.2116100,1467
EURUSD,1,20210604,145900,1.2115900,1.2116200,1.2112000,1.2114100,1663
EURUSD,1,20210604,150000,1.2114300,1.2115100,1.2111000,1.2113000,1833
EURUSD,1,20210604,150100,1.2113000,1.2114900,1.2111000,1.2113800,2396
EURUSD,1,20210604,150200,1.2113700,1.2115200,1.2111400,1.2114600,1861
EURUSD,1,20210604,150300,1.2114600,1.2116200,1.2112000,1.2115800,1414
EURUSD,1,20210604,150400,1.2116200,1.2118300,1.2113000,1.2117400,1208
EURUSD,1,20210604,150500,1.2117500,1.2118300,1.2115000,1.2116800,1489
EURUSD,1,20210604,150600,1.2116800,1.2118100,1.2114000,1.2117400,1490
EURUSD,1,20210604,150700,1.2117300,1.2118100,1.2114900,1.2117200,1844
EURUSD,1,20210604,150800,1.2116000,1.2118000,1.2115000,1.2117100,1628
EURUSD,1,20210604,150900,1.2117800,1.2117900,1.2114000,1.2117300,1349
EURUSD,1,20210604,151000,1.2117300,1.2117600,1.2114000,1.2116000,1657
EURUSD,1,20210604,151100,1.2116000,1.2117700,1.2114000,1.2117400,1329
EURUSD,1,20210604,151200,1.2117300,1.2118600,1.2115000,1.2117000,1574
EURUSD,1,20210604,151300,1.2116900,1.2118800,1.2114000,1.2118000,1367
EURUSD,1,20210604,151400,1.2117200,1.2118700,1.2113000,1.2116000,1392
EURUSD,1,20210604,151500,1.2115900,1.2117400,1.2114000,1.2117200,1411
EURUSD,1,20210604,151600,1.2117000,1.2118700,1.2115000,1.2118200,1411
EURUSD,1,20210604,151700,1.2118200,1.2118200,1.2114700,1.2116400,1430
EURUSD,1,20210604,151800,1.2116500,1.2117100,1.2114000,1.2116800,1084
EURUSD,1,20210604,151900,1.2116800,1.2117100,1.2113000,1.2115900,1395
EURUSD,1,20210604,152000,1.2115900,1.2117000,1.2113000,1.2115800,1155
EURUSD,1,20210604,152100,1.2116000,1.2117300,1.2113000,1.2115100,1273
EURUSD,1,20210604,152200,1.2115800,1.2116800,1.2114000,1.2115800,1342
EURUSD,1,20210604,152300,1.2115900,1.2115900,1.2112000,1.2113800,1391
EURUSD,1,20210604,152400,1.2114100,1.2117700,1.2112000,1.2117400,1514
EURUSD,1,20210604,152500,1.2117200,1.2118500,1.2115000,1.2118400,1945
EURUSD,1,20210604,152600,1.2118500,1.2120000,1.2115500,1.2117800,2214
EURUSD,1,20210604,152700,1.2117800,1.2117900,1.2114000,1.2115800,1353
EURUSD,1,20210604,152800,1.2115800,1.2116000,1.2111000,1.2114700,1658
EURUSD,1,20210604,152900,1.2114700,1.2116600,1.2113000,1.2114500,1358
EURUSD,1,20210604,153000,1.2114900,1.2116200,1.2108500,1.2115100,4037
EURUSD,1,20210604,153100,1.2114500,1.2146000,1.2113000,1.2145200,13097
EURUSD,1,20210604,153200,1.2144300,1.2148200,1.2133200,1.2144300,12452
EURUSD,1,20210604,153300,1.2144200,1.2158300,1.2142000,1.2156900,11029
EURUSD,1,20210604,153400,1.2156200,1.2158200,1.2148900,1.2152900,11537
EURUSD,1,20210604,153500,1.2152900,1.2156900,1.2150000,1.2155200,8026
EURUSD,1,20210604,153600,1.2154800,1.2155300,1.2145100,1.2147500,8205
EURUSD,1,20210604,153700,1.2147500,1.2148900,1.2138300,1.2142300,8196
EURUSD,1,20210604,153800,1.2142300,1.2144000,1.2137500,1.2140700,6489
EURUSD,1,20210604,153900,1.2140600,1.2149500,1.2138300,1.2146500,6086
EURUSD,1,20210604,154000,1.2146200,1.2148100,1.2139300,1.2141800,5612
EURUSD,1,20210604,154100,1.2141700,1.2144000,1.2135800,1.2141000,5061
EURUSD,1,20210604,154200,1.2143000,1.2146300,1.2140000,1.2142100,5779
EURUSD,1,20210604,154300,1.2143000,1.2145300,1.2137800,1.2140800,3923
EURUSD,1,20210604,154400,1.2140800,1.2145600,1.2136800,1.2144800,4962
EURUSD,1,20210604,154500,1.2144800,1.2150800,1.2141800,1.2148700,6294
EURUSD,1,20210604,154600,1.2149200,1.2151800,1.2145800,1.2151400,4925
EURUSD,1,20210604,154700,1.2151300,1.2154000,1.2147700,1.2150900,5046
EURUSD,1,20210604,154800,1.2150700,1.2154700,1.2146800,1.2149300,4922
EURUSD,1,20210604,154900,1.2149300,1.2156300,1.2148000,1.2154300,5304
EURUSD,1,20210604,155000,1.2154400,1.2160700,1.2151400,1.2156200,5235
EURUSD,1,20210604,155100,1.2156400,1.2156500,1.2150400,1.2155400,5146
EURUSD,1,20210604,155200,1.2155200,1.2157600,1.2153000,1.2157400,3598
EURUSD,1,20210604,155300,1.2157400,1.2162700,1.2154500,1.2162000,5130
EURUSD,1,20210604,155400,1.2162000,1.2164700,1.2159400,1.2164200,4227
EURUSD,1,20210604,155500,1.2164300,1.2165700,1.2160200,1.2163300,4145
EURUSD,1,20210604,155600,1.2161500,1.2169200,1.2160900,1.2168700,4250
EURUSD,1,20210604,155700,1.2168600,1.2174600,1.2165500,1.2171300,5307
EURUSD,1,20210604,155800,1.2171300,1.2171400,1.2166000,1.2168300,3902
EURUSD,1,20210604,155900,1.2168300,1.2169700,1.2162700,1.2167800,4560
EURUSD,1,20210604,160000,1.2167900,1.2170200,1.2164700,1.2167300,3721
EURUSD,1,20210604,160100,1.2167600,1.2168200,1.2163000,1.2166200,3538
EURUSD,1,20210604,160200,1.2166100,1.2168100,1.2163200,1.2167000,3280
EURUSD,1,20210604,160300,1.2167000,1.2167600,1.2163000,1.2165600,3362
EURUSD,1,20210604,160400,1.2165600,1.2170000,1.2163000,1.2169400,3090
EURUSD,1,20210604,160500,1.2169500,1.2172400,1.2167700,1.2171000,4147
EURUSD,1,20210604,160600,1.2171000,1.2171300,1.2165700,1.2168600,3527
EURUSD,1,20210604,160700,1.2168600,1.2169100,1.2164000,1.2166000,2628
EURUSD,1,20210604,160800,1.2166200,1.2168500,1.2163700,1.2166600,3436
EURUSD,1,20210604,160900,1.2166800,1.2169800,1.2165000,1.2167000,3330
EURUSD,1,20210604,161000,1.2167100,1.2167200,1.2163000,1.2166500,2706
EURUSD,1,20210604,161100,1.2166500,1.2169100,1.2162000,1.2166200,2894
EURUSD,1,20210604,161200,1.2166200,1.2167900,1.2163400,1.2166000,2833
EURUSD,1,20210604,161300,1.2166000,1.2167500,1.2162000,1.2164500,2606
EURUSD,1,20210604,161400,1.2164300,1.2164700,1.2160000,1.2163400,2511
EURUSD,1,20210604,161500,1.2163400,1.2165600,1.2161000,1.2165500,2430
EURUSD,1,20210604,161600,1.2165400,1.2168500,1.2163800,1.2167600,2306
EURUSD,1,20210604,161700,1.2167700,1.2170000,1.2166000,1.2169500,2502
EURUSD,1,20210604,161800,1.2169200,1.2170100,1.2165000,1.2170000,2190
EURUSD,1,20210604,161900,1.2170000,1.2170600,1.2167000,1.2168400,2278
EURUSD,1,20210604,162000,1.2169000,1.2170500,1.2166700,1.2169500,1957
EURUSD,1,20210604,162100,1.2169500,1.2172800,1.2167000,1.2171300,2382
EURUSD,1,20210604,162200,1.2171300,1.2171600,1.2168000,1.2171100,2484
EURUSD,1,20210604,162300,1.2171300,1.2172100,1.2168700,1.2171700,2344
EURUSD,1,20210604,162400,1.2171600,1.2173800,1.2168000,1.2173300,2338
EURUSD,1,20210604,162500,1.2173400,1.2174500,1.2171000,1.2173800,1945
EURUSD,1,20210604,162600,1.2173000,1.2176500,1.2171000,1.2174100,2240
EURUSD,1,20210604,162700,1.2176000,1.2176200,1.2170100,1.2172500,2790
EURUSD,1,20210604,162800,1.2172600,1.2173100,1.2169000,1.2171300,2287
EURUSD,1,20210604,162900,1.2171500,1.2174700,1.2168600,1.2173800,2291
EURUSD,1,20210604,163000,1.2173800,1.2176000,1.2172000,1.2175100,2242
EURUSD,1,20210604,163100,1.2174900,1.2177300,1.2173000,1.2176300,1845
EURUSD,1,20210604,163200,1.2176600,1.2176600,1.2171800,1.2175200,1567
EURUSD,1,20210604,163300,1.2175300,1.2177000,1.2173000,1.2175600,1653
EURUSD,1,20210604,163400,1.2175600,1.2176200,1.2172000,1.2174500,1752
EURUSD,1,20210604,163500,1.2174500,1.2177200,1.2172000,1.2175600,2183
EURUSD,1,20210604,163600,1.2175700,1.2177400,1.2173000,1.2177100,1399
EURUSD,1,20210604,163700,1.2177300,1.2179500,1.2175600,1.2178700,2610
EURUSD,1,20210604,163800,1.2177000,1.2179000,1.2174700,1.2177000,2289
EURUSD,1,20210604,163900,1.2176000,1.2178000,1.2175000,1.2177900,2136
EURUSD,1,20210604,164000,1.2177800,1.2179000,1.2175600,1.2177500,1617
EURUSD,1,20210604,164100,1.2177500,1.2177800,1.2173000,1.2176000,1728
EURUSD,1,20210604,164200,1.2175800,1.2177300,1.2173000,1.2175600,1555
EURUSD,1,20210604,164300,1.2175500,1.2175700,1.2172000,1.2173800,1435
EURUSD,1,20210604,164400,1.2174500,1.2176100,1.2172000,1.2174000,1425
EURUSD,1,20210604,164500,1.2175500,1.2176900,1.2174000,1.2175900,1969
EURUSD,1,20210604,164600,1.2175900,1.2177600,1.2174000,1.2177100,1860
EURUSD,1,20210604,164700,1.2177300,1.2178100,1.2173000,1.2175200,2049
EURUSD,1,20210604,164800,1.2175900,1.2178000,1.2174000,1.2177400,2289
EURUSD,1,20210604,164900,1.2177700,1.2179800,1.2175000,1.2179200,2628
EURUSD,1,20210604,165000,1.2179100,1.2179100,1.2175000,1.2177300,1900
EURUSD,1,20210604,165100,1.2177200,1.2179100,1.2176000,1.2178700,1602
EURUSD,1,20210604,165200,1.2178800,1.2180000,1.2176000,1.2179300,1966
EURUSD,1,20210604,165300,1.2179200,1.2180000,1.2177000,1.2179000,1530
EURUSD,1,20210604,165400,1.2179000,1.2179800,1.2175800,1.2179700,2350
EURUSD,1,20210604,165500,1.2179800,1.2181700,1.2176200,1.2178400,2090
EURUSD,1,20210604,165600,1.2178700,1.2180000,1.2176000,1.2179500,1906
EURUSD,1,20210604,165700,1.2179300,1.2180900,1.2176000,1.2178700,1676
EURUSD,1,20210604,165800,1.2178600,1.2180700,1.2176000,1.2178000,1725
EURUSD,1,20210604,165900,1.2178000,1.2180700,1.2177000,1.2179000,1853
EURUSD,1,20210604,170000,1.2179000,1.2180500,1.2177000,1.2179400,2461
EURUSD,1,20210604,170100,1.2180000,1.2181100,1.2176000,1.2179200,2116
EURUSD,1,20210604,170200,1.2179600,1.2184300,1.2178000,1.2184100,2750
EURUSD,1,20210604,170300,1.2183900,1.2185800,1.2178600,1.2182300,2791
EURUSD,1,20210604,170400,1.2182300,1.2182700,1.2175200,1.2176800,2235
EURUSD,1,20210604,170500,1.2176800,1.2177100,1.2172600,1.2174800,2251
EURUSD,1,20210604,170600,1.2175000,1.2175300,1.2170000,1.2171900,2653
EURUSD,1,20210604,170700,1.2172100,1.2175500,1.2170000,1.2174800,2337
EURUSD,1,20210604,170800,1.2174500,1.2176600,1.2172000,1.2175600,1751
EURUSD,1,20210604,170900,1.2176500,1.2178600,1.2174000,1.2177400,1793
EURUSD,1,20210604,171000,1.2177400,1.2178000,1.2174000,1.2176000,1719
EURUSD,1,20210604,171100,1.2176100,1.2178100,1.2174000,1.2177900,1334
EURUSD,1,20210604,171200,1.2177900,1.2178500,1.2175000,1.2177600,1439
EURUSD,1,20210604,171300,1.2177500,1.2177800,1.2174000,1.2176500,1635
EURUSD,1,20210604,171400,1.2176500,1.2178000,1.2173000,1.2174200,1297
EURUSD,1,20210604,171500,1.2175000,1.2175900,1.2172000,1.2174200,1456
EURUSD,1,20210604,171600,1.2174300,1.2175200,1.2171600,1.2173800,1463
EURUSD,1,20210604,171700,1.2173800,1.2174000,1.2169600,1.2171800,1918
EURUSD,1,20210604,171800,1.2171500,1.2172800,1.2167700,1.2169000,1659
EURUSD,1,20210604,171900,1.2170100,1.2170500,1.2166700,1.2168600,1602
EURUSD,1,20210604,172000,1.2168500,1.2171800,1.2167000,1.2170100,2193
EURUSD,1,20210604,172100,1.2169000,1.2171500,1.2167000,1.2168000,1457
EURUSD,1,20210604,172200,1.2168600,1.2170800,1.2166000,1.2170600,1487
EURUSD,1,20210604,172300,1.2170500,1.2170800,1.2167000,1.2168800,1181
EURUSD,1,20210604,172400,1.2168900,1.2169000,1.2164000,1.2167600,1823
EURUSD,1,20210604,172500,1.2167600,1.2169500,1.2164600,1.2169500,1844
EURUSD,1,20210604,172600,1.2169400,1.2169700,1.2165000,1.2166000,2008
EURUSD,1,20210604,172700,1.2167600,1.2168800,1.2164000,1.2168100,1878
EURUSD,1,20210604,172800,1.2168400,1.2169600,1.2165000,1.2167600,1293
EURUSD,1,20210604,172900,1.2167500,1.2169300,1.2165000,1.2168400,1292
EURUSD,1,20210604,173000,1.2169300,1.2170000,1.2166900,1.2169000,1363
EURUSD,1,20210604,173100,1.2168900,1.2174800,1.2166000,1.2173000,2215
EURUSD,1,20210604,173200,1.2174600,1.2176200,1.2172000,1.2174900,2776
EURUSD,1,20210604,173300,1.2174800,1.2178000,1.2172800,1.2177300,3082
EURUSD,1,20210604,173400,1.2177400,1.2177800,1.2173700,1.2176800,2126
EURUSD,1,20210604,173500,1.2176800,1.2177800,1.2174800,1.2176000,1202
EURUSD,1,20210604,173600,1.2177200,1.2177600,1.2174000,1.2176500,1598
EURUSD,1,20210604,173700,1.2176500,1.2177900,1.2174000,1.2176200,1391
EURUSD,1,20210604,173800,1.2176300,1.2178200,1.2174000,1.2175800,1604
EURUSD,1,20210604,173900,1.2175800,1.2176700,1.2172700,1.2175400,1279
EURUSD,1,20210604,174000,1.2175000,1.2175700,1.2172300,1.2174600,1432
EURUSD,1,20210604,174100,1.2174500,1.2175100,1.2172000,1.2174600,876
EURUSD,1,20210604,174200,1.2174700,1.2175000,1.2169000,1.2171200,1533
EURUSD,1,20210604,174300,1.2171700,1.2172700,1.2169000,1.2171100,1418
EURUSD,1,20210604,174400,1.2171100,1.2171400,1.2168000,1.2169900,1376
EURUSD,1,20210604,174500,1.2170100,1.2170400,1.2166700,1.2168500,1652
EURUSD,1,20210604,174600,1.2169400,1.2171200,1.2167000,1.2170900,1371
EURUSD,1,20210604,174700,1.2171100,1.2171700,1.2168000,1.2171400,1420
EURUSD,1,20210604,174800,1.2171400,1.2173300,1.2169000,1.2171000,1934
EURUSD,1,20210604,174900,1.2172100,1.2172200,1.2166000,1.2169500,1567
EURUSD,1,20210604,175000,1.2169300,1.2170600,1.2168000,1.2170300,1484
EURUSD,1,20210604,175100,1.2170500,1.2170500,1.2165000,1.2167300,2370
